Word,Date,Notes Citation,Green Citation,Citation
bauble,1785,,Grose Classical Dict. of the Vulgar Tongue n.p.,"Bawbels, or Bawbles. Trinkets; a man’s testicles."
twiddle-diddles,1786,,Grose Classical Dict. of the Vulgar Tongue ms. additions n.p.,Twiddle Diddles Testicles.
pego,1786,,Grose Classical Dict. of the Vulgar Tongue ms. additions n.p.,"Pego, a man’s Penis."
matrimonial peacemaker,1786,,Grose Classical Dict. of the Vulgar Tongue ms. additions n.p.,Matrimonial Peace Maker. The Sugar Stick.
knocker,1786,,Grose Classical Dict. of the Vulgar Tongue ms. additions n.p.,Knocker [...] the Penis .
goose's neck,1786,,Grose Classical Dict. of the Vulgar Tongue ms. additions n.p.,"Goose Neck & Giblets. A Mans tackle. She longd for a Goose Neck and Giblets, for the Child carries the Mark, i.e. she is delivered of a Son."
bobstay,1786,,Grose Classical Dict. of the Vulgar Tongue ms. additions n.p.,"Bob Stay. a Rope which holds the Bowsprit to the stem or Cutwater. figuratively, the Frenum of the Yard."
barber's sign,1786,,Grose Classical Dict. of the Vulgar Tongue ms. additions n.p.,Barbers Sign. A standing pole & two wash Balls.
ballocks,1786,,Grose Classical Dict. of the Vulgar Tongue ms. additions n.p.,Bullocks — (cant) — for testicles.
arbor vitae,1786,,Grose Classical Dict. of the Vulgar Tongue ms. additions n.p.,Arbor Vitae. A Man’s Penis.
diddle,1786,,Grose Classical Dict. of the Vulgar Tongue ms. additions n.p,"Diddle [...] also something else, to be guessed, not written. I slipt her a Jorum of Diddle."
cods,1786,,Grose Classical Dict. of the Vulgar Tongue ms. additions,
barber's sign,1788,,Grose Classical Dict. of the Vulgar Tongue (3rd edn) n.p.,Barber’s Sign. A standing pole and two wash balls.
whore-pipe,1797,,Grose Classical Dict. of the Vulgar Tongue (3rd edn),
twiddle-diddles,1788,,"Grose Classical Dict. of the Vulgar Tongue (2nd, 3rd edn).",
sugar-stick,1788,,"Grose Classical Dict. of the Vulgar Tongue (2nd, 3rd edn).",
silent flute,1788,,"Grose Classical Dict. of the Vulgar Tongue (2nd, 3rd edn).",
matrimonial peacemaker,1788,,"Grose Classical Dict. of the Vulgar Tongue (2nd, 3rd edn) n.p.","Matrimonial Peace-maker. The sugarstick, or arbor vitae."
arbor vitae,1788,,"Grose Classical Dict. of the Vulgar Tongue (2nd, 3rd edn) n.p.","Matrimonial Peace-maker. The sugarstick, or arbor vitae."
bobstay,1788,,"Grose Classical Dict. of the Vulgar Tongue (2nd, 3rd edn)",
thomas,1785,,Grose Classical Dict. of the Vulgar Tongue,
doodle,1785,,Grose Classical Dict. of the Vulgar Tongue,
plough,1592,,Greene Quip for an Upstart Courtier G,If his plough goes and his inkhorne be cleere [...] He is a kinge of his pleasure.
spindle,1659,,Greene & Lodge Lady Alimony IV iii,Poor Ladies how we dwindle! Who can spin without a Spindle?
handle,1710,,graffito in Merry-Thought III 8,"A ’Pothecary’s Wife, Who never lov’d her Spouse in all her Life; And for want of his handle, Made use of a candle."
ballocks,1000,,Gloss. in Wright Vocab. I 283/2,"Testiculi, beallucas"
tumblers,1594,,Gesta Grayorum in J. Nichols Progresses and Processions of Queen Elizabeth (1823) III 326,"Capringe Kate, of Clarkenwell, claymes to hold of his Highnes five cunyborowes [...] by night-service, to hold play for five Gentlemen Ushers, each of them with a ferret and two tumblers, weekly."
ferret,1594,,Gesta Grayorum in J. Nichols Progresses and Processions of Queen Elizabeth (1823) III 326,"Capringe Kate, of Clarkenwell, claymes to hold [...] play for five Gentlemen Ushers, each of them with a ferret and two tumblers, weekly."
cony-burrow ferret,1594,,Gesta Grayorum in J. Nichols Progresses and Processions of Queen Elizabeth (1823) III 326,"Capringe Kate, of Clarkenwell, claymes to hold of his Highnes five cunyborowes [...] by night-service, to hold play for five Gentlemen Ushers, each of them with a ferret and two tumblers, weekly."
ballocks,1633,,Gerard Herball 219,"[S]ome call them Sweet Ballocks, sweet Cods, sweet Cullions."
whopper,1909,,G.R. Bacchus Pleasure Bound ‘Ashore’ 48,"‘My God,’ she said, ‘what a whopper!’."
jewel,1607,,G. Wilkins Miseries of an Enforced Marriage Act IV,"Mine are precious cabinets, and must have precious jewels put into them, and I know you to be merchants of stock-fish, dry-meat, and not men for my market."
key,1772,,G. Stevens ‘The Sentiment Song’ in Songs Comic and Satyrical 125,"More upright fore-knowledge that Lock is commanding [...] That Lock has the Casket of Cupid within it, / So – Here’s to the Key Lads, – the Critical Minute."
pointer,1772,,G. Stevens ‘The Sentiment Song’ in Songs Comic and Satyrical 124,"Ye Fowlers who eager at Partridges aim, / Don’t mark the maim’d Covey, but mind better Game; / ’Tis Beauty’s the Sport to repay Sportsmen’s trouble, / And there may our Pointers stand stiff in the Stubble."
pipe,1772,,G. Stevens ‘The Pipe of Love’ Songs Comic and Satyrical 117,The Pipe of Love’s the Pipe for me.
shaft of delight,1772,,G. Stevens ‘The Picture’ in Songs Comic and Satyrical 11,"For Cupid’s Pantheon, the Shaft of Delight / Must spring from the Masculine Base."
balls,1772,,G. Stevens ‘A Fore-Castle Song’ Songs Comic and Satyrical 97,Our Organs are twenty-four pounders [...] And as to our Balls they’re forc’d-meat.
instrument,1772,,G. Stevens ‘A Fore-Castle Song’ Songs Comic and Satyrical 9,Our instruments always do wonders.
cullions,1661,,G. Rogers Horn Exalted 8,In our brain theres a belchose and cogliones lying lovingly close together.
cat,1685,,G. Meriton In Praise of York-shire Ale 53,"I blush to tell what follow’d after that, Young Men will have a bit Tibb for their Cat."
pike,1573,,G. Gascoigne Hundreth Sundrie Flowres 92,"The softy pillowes bring present at these whot wordes, put forth themselves as mediatours for a truce betwene these enemies, and desired that (if they would needes fight) it might be in their presence but onely one pusshe of the pike."
pen,1573,,G. Gascoigne Hundreth Sundrie Flowres 58,"[He is ready] to lend his Mistresse suche a penne in hir Secretaries absence, as he should never be able at his returne to amende the well writing thereof."
cods,1566,,G. Gascoigne (trans.) Supposes II iv,cleander: If I quite him not for this gear! dulippo: And that you are bursten in the cods.
pego,1680,,G. Etheredge ‘Mr. E.’s Answer’ in Sackville Poems 109,"Every Limb was stiff as stake / Unless poor Pego, which did feel / Like slimey skin of new stript Eele."
yard,1810,,G. Cruikshank ‘The Archduchess Maria Louisa going to take her nap’ [cartoon],My dear Nap your bed accomodations are very indifferent! Too short by a Yard! I wonder how Josephino put up with such things even as long as she did.
thing,1810,,G. Cruikshank ‘The Archduchess Maria Louisa going to take her nap’ [cartoon],My dear Nap your bed accomodations are very indifferent! Too short by a Yard! I wonder how Josephino put up with such things even as long as she did.
pole,1706,,Fynnie ‘Elegie on Williamson’ in Maidment Scotish Pasquils 21,[He had] neither heart nor hands to wield his pole.
fiddlestick,1675,,Fumblers-Hall 9,"Jone Would-have-more: Hes but a meer Gut, a Chitterling, a fiddle-string that will make no music to a Womans Instrument; yet when I tell him on’t, he pulls it out and shakes it, and puts up his fiddle-stick again."
chitterling,1675,,Fumblers-Hall 9,"Jone Would-have-more: Hes but a meer Gut, a Chitterling, a fiddle-string that will make no music to a Womans Instrument; yet when I tell him on’t, he pulls it out and shakes it, and puts up his fiddle-stick again."
charms,1750,,Friar and Boy Pt I 24,"He chanc’d to find, The old man upon a day, Who was to him so kind. To whom he told what sport had past, Which vex’d the Friar sore: He gave Jack other charms at last, Which plagu’d him ten times more."
member,1750,,Friar and Boy Pt I 15,"A woeful pickle he was in, With dancing thro’ and thro’, His cloaths he tore, and then his Skin, His privy members too."
worm,1638,,Ford Fancies IV i,The young whelp is mad; I must slice the worm out of his breech.
cony-burrow ferret,1633,,Ford ’Tis Pity She’s a Whore IV iii,"Alas, to marry a great woman, being made great in the stock to your hand, is a usual sport in these days; but to know what ferret it was that haunted your cony-berry, there’s the cunning."
staff,1898,,Forbidden Fruit n.p.,"Presently her hand wandered down to where my stiff standing pintle was throbbing against her belly, her hand closed upon my staff."
prick,1898,,Forbidden Fruit n.p.,"Call your affair your Prick; you have a grand Prick for your age, my boy."
pintle,1898,,Forbidden Fruit n.p.,Presently her hand wandered down to where my stiff standing pintle was throbbing against her belly.
Mr Peaslin,1898,,Forbidden Fruit n.p.,"She would [...] gently wag Mr. Peaslin, who was always in a state of erection."
machine,1898,,Forbidden Fruit n.p.,She commenced rubbing the nose of my machine in a moist sort of chink embowered in the silky hair at the bottom of her stomach.
John Thomas,1898,,Forbidden Fruit n.p.,Mr. John Thomas was excited.
jewel,1898,,Forbidden Fruit n.p.,"[To] make the tips of the pliant birch even reach the jewel bag, which was about to shoot its balm of love into her sister."
instrument,1898,,Forbidden Fruit n.p.,"There's only one way to make your instrument lay down, but you must wait till I come to bed."
engine,1898,,Forbidden Fruit n.p.,His great big engine bursting into me and stretching poor Fanny till she was all torn and bleeding.
bag,1898,,Forbidden Fruit n.p.,Our mingled fluids spurted all over my bag of balls and flooded our thighs.
affair,1898,,Forbidden Fruit n.p,She held my affair in her hand and slowly passed her fingers up and down.
pego,1898,,Forbidden Fruit 23,"My pego seemed to grow in importance, and raised its head."
yard,1897,,Flossie: A Venus of Fifteen 17,"She [...] grasped my yard tightly between her lips, passing them rapidly up and down its whole length, curling her tongue round the nut, and maintaining all the time an ineffable sucking action."
yard,1598,,Florio Worlde of Wordes n.p.,"Priapismo, [...] pertaining to a mans priuties, or the standing of a mans yard."
twanger,1598,,Florio Worlde of Wordes n.p.,"Tempella, a fiddle [...] Also a great swaggering twanger, a horse toole, a great dildo, or good pricke."
prick,1598,,Florio Worlde of Wordes n.p.,"Pinco, a prick, a pillicock, a pintle, a dildoe. [Ibid.] Scazzata: a thrust, a push, a foyne, or the serving to a woman of a man’s pricke."
pintle,1598,,Florio Worlde of Wordes n.p.,"Pinco, a prick, a pillicock, a pintle, a dildoe."
pillicock,1598,,Florio Worlde of Wordes n.p.,"Dolcemelle, [...] Also taken for a mans pilicock."
pestle,1598,,Florio Worlde of Wordes n.p.,"Pestello, a pestle ... Also ... a mans toole."
member,1598,,Florio Worlde of Wordes n.p.,"Priapo, [...] Also a mans priuy member or yard."
ballocks,1598,,Florio Worlde of Wordes n.p.,"Coglia, a mans ballocks."
twanger,1611,,Florio Queen Anna’s New World of Words n.p.,"Tempella [...] a huge twanger, a swagring toole, a filthy dildoe."
catso,1611,,Florio Queen Anna’s New World of Words n.p.,"Cazzipotente, mighty in a Cazzo."
pebble,1620,,Fletcher Women Pleased III iv,"’Twere better far you had lost your paire of pibbles [sic], Then she the least adornment of that sweetnesse."
fescue,1613,,Fletcher Two Noble Kinsmen II ii,"Do but put / A feskue in her fist, and you shall see her / Take a new lesson out, and be a good wench."
plough,1622,,Fletcher Sea-Voyage IV i,"We are unprofitable, and our Ploughs are broken; There is no hope of Harvest this year, Ladies."
eel,1622,,Fletcher Sea-Voyage IV i,"Ye had best come search us, A Seaman is seldom without a salt Eele."
meat,1624,,Fletcher Rule a Wife I i,She has a greedy eye that must be fed With more than one mans meat.
hammer,1621,,Fletcher Pilgrim I i,"She is malleable: she’ll endure the hammer, And why not that strong workman that strikes deepest?"
plum,1618,,Fletcher Loyal Subject IV ii,"Mistris, You are to suffer your penance some half hour hence now. How far a fine Court Custard with Plums in it Will prevail with one of these waiting Gentlewoman."
pin,1618,,Fletcher Loyal Subject III v,"Have ye any crackt maiden-heads, to new leach or mend? [...] Ile clout ’em, Ile mend ’em, Ile knock in a pin, Shall make ’em as good maids agen, As ever they have been."
potato-finger,1618,,Fletcher Loyal Subject II ii,‘How fit ’tis [i.e. a ring] for my finger.’ [...] ‘No doubt you’l find too A finger fit for you.’.
ram,1620,,Fletcher False One III ii,"A womans warriour [...] Studies her fortifications, and her breaches, And how he may advance his ram to batter the Bullwork of her chastitie."
cock,1619,,Fletcher Custom of the Country III iii,"He’s foul i’th’ touch-hole; and recoils again, The main-Spring’s weaken’d that holds up his cock."
gristle,1619,,Fletcher Custom of the Country I i,"Would any Man of Discretion venture such a Gristle, To the rude Claws of such a Cat-a-Mountain?"
egg,1616,,Fletcher Bloody Brother IV ii,"Pox, he feedes With leachery, and lives upon th’exchange Of his two Eggs and Puddings with the market woman."
ware,1683,,Fifteen Real Comforts of Matrimony 97,The Surgeon that boasted that he had Nuts of Priapus enow (the spoils of venereal Combats) to button a leaguer-cloak gives a woman sufficient wearning to be careful of her husbands ware.
